Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
Thermodynamic approach to modeling multi-agent systems in cyberspace;Automatic Control and Computer Sciences;;49;8;10.3103/S0146411615080398;D. P. ZegzhdaT. V. Stepanova;2015;http://link.springer.com/article/10.3103/S0146411615080398;Article
Time and Energy Optimization Algorithms for the Static Scheduling of Multiple Workflows in Heterogeneous Computing System;Journal of Grid Computing;;15;4;10.1007/s10723-017-9391-5;Junqiang JiangYaping LinGuoqi XieLi FuJunfeng Yang;2017;http://link.springer.com/article/10.1007/s10723-017-9391-5;Article
Tolerance design with multiple resource suppliers on cloud-manufacturing platform;The International Journal of Advanced Manufacturing Technology;;84;01/abr;10.1007/s00170-015-8196-6;Zijian WuTing LiuZhenbo GaoYanlong CaoJiangxin Yang;2016;http://link.springer.com/article/10.1007/s00170-015-8196-6;Article
Tomorrow’s ethics and today’s response: An investigation into the ways information systems professionals perceive and address emerging ethical issues;Information Systems Frontiers;;16;3;10.1007/s10796-014-9490-9;Kutoma J. WakunumaBernd Carsten Stahl;2014;http://link.springer.com/article/10.1007/s10796-014-9490-9;Article
Toward decentralized intelligence in manufacturing: recent trends in automatic identification of things;The International Journal of Advanced Manufacturing Technology;;87;09/dez;10.1007/s00170-016-8628-y;Mika LiukkonenTsung-Nan Tsai;2016;http://link.springer.com/article/10.1007/s00170-016-8628-y;Article
Toward designing sustainability education programs: a survey of master’s programs through semi-structured interviews;Sustainability Science;;;;10.1007/s11625-018-0546-5;Yusuke KishitaMichinori UwasuKeishiro HaraMasashi KurodaHiroyuki TakedaYasushi UmedaYoshiyuki Shimoda;2018;http://link.springer.com/article/10.1007/s11625-018-0546-5;Article
Towards Human Smart Cities: Internet of Things for sensory impaired individuals;Computing;;99;1;10.1007/s00607-016-0529-2;Alejandro R. García RamirezIsrael González-CarrascoGustavo Henrique JasperAmarilys Lima LopezJose Luis Lopez-CuadradoAngel García-Crespo;2017;http://link.springer.com/article/10.1007/s00607-016-0529-2;Article
Towards Improved Development Effectiveness: Engaging the power of foresight thinking in development investment processes;Development;;56;4;10.1057/dev.2014.55;Claire A Nelson;2013;http://link.springer.com/article/10.1057/dev.2014.55;Article
Towards Robot-Assisted Echocardiographic Monitoring in Catheterization Laboratories;Journal of Medical Systems;;41;10;10.1007/s10916-017-0786-4;Christina PahlHenning EbeltMostafa SayahkarajyEko SupriyantoAmiliana Soesanto;2017;http://link.springer.com/article/10.1007/s10916-017-0786-4;Article
Towards Smart Cities by Internet of Things (IoT)—a Silent Revolution in China;Journal of the Knowledge Economy;;;;10.1007/s13132-017-0493-x;Tao SongJianming CaiTeresa ChahineLe Li;2017;http://link.springer.com/article/10.1007/s13132-017-0493-x;Article
Towards application driven security dashboards in future middleware;Journal of Internet Services and Applications;;3;1;10.1007/s13174-011-0047-6;Wouter JoosenBert LagaisseEddy TruyenKoen Handekyn;2012;http://link.springer.com/article/10.1007/s13174-011-0047-6;Article
Towards cloud based big data analytics for smart future cities;Journal of Cloud Computing;;4;1;10.1186/s13677-015-0026-8;Zaheer KhanAshiq AnjumKamran SoomroMuhammad Atif Tahir;2015;http://link.springer.com/article/10.1186/s13677-015-0026-8;Article
Towards intelligent GIServices;Earth Science Informatics;;8;3;10.1007/s12145-015-0229-z;Peng YuePeter BaumannKaylin BugbeeLiangcun Jiang;2015;http://link.springer.com/article/10.1007/s12145-015-0229-z;Article
Towards product customization and personalization in IoT-enabled cloud manufacturing;Cluster Computing;;20;2;10.1007/s10586-017-0767-x;Chen YangShulin LanWeiming ShenGeorge Q. HuangXianbin WangTingyu Lin;2017;http://link.springer.com/article/10.1007/s10586-017-0767-x;Article
Towards the development of interoperable sensing systems for the future enterprise;Journal of Intelligent Manufacturing;;27;1;10.1007/s10845-014-0900-0;M. A. MoisescuI. S. Sacala;2016;http://link.springer.com/article/10.1007/s10845-014-0900-0;Article
Traceability Analysis of Recent RFID Authentication Protocols;Wireless Personal Communications;;83;3;10.1007/s11277-015-2469-0;Seyed Mohammad AlaviKarim BagheryBehzad AbdolmalekiMohammad Reza Aref;2015;http://link.springer.com/article/10.1007/s11277-015-2469-0;Article
Traceability and visual analytics for the Internet-of-Things (IoT) architecture;World Wide Web;;21;1;10.1007/s11280-017-0461-1;Richard K. LomoteyJoseph C. PryChenshean Chai;2018;http://link.springer.com/article/10.1007/s11280-017-0461-1;Article
Trading Real-World Assets on Blockchain;Business & Information Systems Engineering;;59;6;10.1007/s12599-017-0499-8;Benedikt NotheisenJacob Benjamin CholewaArun Prasad Shanmugam;2017;http://link.springer.com/article/10.1007/s12599-017-0499-8;Article
Transactive control: a framework for operating power systems characterized by high penetration of distributed energy resources;Journal of Modern Power Systems and Clean Energy;;5;3;10.1007/s40565-016-0228-1;Junjie HUGuangya YANGKoen KOKYusheng XUEHenrik W. BINDNER;2017;http://link.springer.com/article/10.1007/s40565-016-0228-1;Article
Transformative engagement;AI & SOCIETY;;31;1;10.1007/s00146-015-0617-4;Karamjit S Gill;2016;http://link.springer.com/article/10.1007/s00146-015-0617-4;Article
Transforming learning for the smart learning environment: lessons learned from the Intel education initiatives;Smart Learning Environments;;2;1;10.1186/s40561-015-0022-y;Jon K. Price;2015;http://link.springer.com/article/10.1186/s40561-015-0022-y;Article
Trends in cyberspace: can governments keep up?;Environment Systems and Decisions;;33;4;10.1007/s10669-013-9470-5;Patryk PawlakCécile Wendling;2013;http://link.springer.com/article/10.1007/s10669-013-9470-5;Article
Trust Design: Balancing Smart Contracts Utility and Decentralisation Risk;International Advances in Economic Research;;23;4;10.1007/s11294-017-9660-x;Tomáš KrabecPercy Venegas;2017;http://link.springer.com/article/10.1007/s11294-017-9660-x;Article
Trust attestation mechanism for the sensing layer nodes of Internet of Things;Wuhan University Journal of Natural Sciences;;22;4;10.1007/s11859-017-1256-z;Yubo WangBei Gong;2017;http://link.springer.com/article/10.1007/s11859-017-1256-z;Article
Trusted framework for online banking in public cloud using multi-factor authentication and privacy protection gateway;Journal of Cloud Computing;;4;1;10.1186/s13677-015-0046-4;Sabout NagarajuLatha Parthiban;2015;http://link.springer.com/article/10.1186/s13677-015-0046-4;Article
Two-factor authentication for the Bitcoin protocol;International Journal of Information Security;;16;2;10.1007/s10207-016-0325-1;Christopher MannDaniel Loebenberger;2017;http://link.springer.com/article/10.1007/s10207-016-0325-1;Article
U-cities reshaping our future: reflections on ubiquitous infrastructure as an enabler of smart urban development;AI & SOCIETY;;28;4;10.1007/s00146-013-0443-5;Ari-Veikko Anttiroiko;2013;http://link.springer.com/article/10.1007/s00146-013-0443-5;Article
Ubiquitous driving and community knowledge;Journal of Ambient Intelligence and Humanized Computing;;8;2;10.1007/s12652-016-0397-9;Fábio SilvaCesar Analide;2017;http://link.springer.com/article/10.1007/s12652-016-0397-9;Article
Uncommon voices of AI;AI & SOCIETY;;32;4;10.1007/s00146-017-0755-y;Karamjit S. Gill;2017;http://link.springer.com/article/10.1007/s00146-017-0755-y;Article
Understanding the social impact of ICN: between myth and reality;AI & SOCIETY;;32;3;10.1007/s00146-016-0649-4;G. PiroS. SignorelloM. R. PalattellaL. A. GriecoG. BoggiaT. Engel;2017;http://link.springer.com/article/10.1007/s00146-016-0649-4;Article
Unlocking Data to Enable a Connected Enterprise;Auto Tech Review;;3;4;10.1365/s40112-014-0596-8;;2014;http://link.springer.com/article/10.1365/s40112-014-0596-8;Article
Unrelated parallel machine scheduling problem with energy and tardiness cost;The International Journal of Advanced Manufacturing Technology;;84;01/abr;10.1007/s00170-015-7657-2;Zhantao LiHaidong YangShaqing ZhangGuosheng Liu;2016;http://link.springer.com/article/10.1007/s00170-015-7657-2;Article
Urban Regeneration, Digital Development Strategies and the Knowledge Economy: Manchester Case Study;Journal of the Knowledge Economy;;4;2;10.1007/s13132-012-0086-7;Dave Carter;2013;http://link.springer.com/article/10.1007/s13132-012-0086-7;Article
Urban Smartness: Perspectives Arising in the Periphéria Project;Journal of the Knowledge Economy;;4;2;10.1007/s13132-012-0088-5;Grazia ConcilioLuciano De BonisJesse MarshFerdinando Trapani;2013;http://link.springer.com/article/10.1007/s13132-012-0088-5;Article
Using scenarios to understand the frontiers of IS: Fifteen years later (a postscript);Information Systems Frontiers;;16;3;10.1007/s10796-014-9501-x;Anat Hovav;2014;http://link.springer.com/article/10.1007/s10796-014-9501-x;Article
Using strategic foresight methods to anticipate and prepare for the jobs-scarce economy;European Journal of Futures Research;;4;1;10.1007/s40309-016-0094-0;Angela Wilkinson;2016;http://link.springer.com/article/10.1007/s40309-016-0094-0;Article
Value-centric design of the internet-of-things solution for food supply chain: Value creation, sensor portfolio and information fusion;Information Systems Frontiers;;17;2;10.1007/s10796-012-9374-9;Zhibo PangQiang ChenWeili HanLirong Zheng;2015;http://link.springer.com/article/10.1007/s10796-012-9374-9;Article
Vehicle 5.0 The Knowledge-based Machine;MTZ worldwide;;78;1;10.1007/s38313-016-0173-4;Martin Westerhoff;2017;http://link.springer.com/article/10.1007/s38313-016-0173-4;Article
Virtual Currencies, Distributed Ledgers and the Future of Financial Services;Intereconomics;;52;6;10.1007/s10272-017-0706-3;Volker Brühl;2017;http://link.springer.com/article/10.1007/s10272-017-0706-3;Article
Virtualization layer security challenges and intrusion detection/prevention systems in cloud computing: a comprehensive review;The Journal of Supercomputing;;73;3;10.1007/s11227-016-1805-9;Chirag N. ModiKamatchi Acha;2017;http://link.springer.com/article/10.1007/s11227-016-1805-9;Article
Virtualizing high-end GPGPUs on ARM clusters for the next generation of high performance cloud computing;Cluster Computing;;17;1;10.1007/s10586-013-0341-0;Raffaele MontellaGiulio GiuntaGiuliano Laccetti;2014;http://link.springer.com/article/10.1007/s10586-013-0341-0;Article
Visible Light Communications (VLC) for Ambient Assisted Living;Wireless Personal Communications;;78;3;10.1007/s11277-014-1901-1;Ambuj KumarAlbena MihovskaSofoklis KyriazakosRamjee Prasad;2014;http://link.springer.com/article/10.1007/s11277-014-1901-1;Article
Vision for Data and Informatics in the Future Materials Innovation Ecosystem;JOM;;68;8;10.1007/s11837-016-2036-5;Surya R. KalidindiAndrew J. MedfordDavid L. McDowell;2016;http://link.springer.com/article/10.1007/s11837-016-2036-5;Article
Visualization of RFID-enabled shopfloor logistics Big Data in Cloud Manufacturing;The International Journal of Advanced Manufacturing Technology;;84;01/abr;10.1007/s00170-015-7702-1;Ray Y. ZhongShulin LanChen XuQingyun DaiGeorge Q. Huang;2016;http://link.springer.com/article/10.1007/s00170-015-7702-1;Article
WLAN based energy efficient smart city design;Microsystem Technologies;;;;10.1007/s00542-017-3530-6;Sourav HatiPrasanjit DeyDebashis De;2017;http://link.springer.com/article/10.1007/s00542-017-3530-6;Article
Wearable HUD for Ecological Field Research Applications;Mobile Networks and Applications;;21;4;10.1007/s11036-016-0724-6;Saul DelabridaThiago D’AngeloRicardo Augusto Rabelo OliveiraAntonio Alfredo F. Loureiro;2016;http://link.springer.com/article/10.1007/s11036-016-0724-6;Article
Web Enabled Plant Disease Detection System for Agricultural Applications Using WMSN;Wireless Personal Communications;;;;10.1007/s11277-017-5092-4;S. Aasha NandhiniR. HemalathaS. RadhaK. Indumathi;2017;http://link.springer.com/article/10.1007/s11277-017-5092-4;Article
What is interaction science? Revisiting the aims and scope of JoIS;Journal of Interaction Science;;4;1;10.1186/s40166-016-0015-5;Gisela Susanne BahrChristian Stary;2016;http://link.springer.com/article/10.1186/s40166-016-0015-5;Article
When digital government matters for tourism: a stakeholder analysis;Information Technology & Tourism;;17;3;10.1007/s40558-017-0087-2;Nadzeya KalbaskaTomasz JanowskiElsa EstevezLorenzo Cantoni;2017;http://link.springer.com/article/10.1007/s40558-017-0087-2;Article
Why security and privacy research lies at the centre of the information systems (IS) artefact: proposing a bold research agenda;European Journal of Information Systems;;26;6;10.1057/s41303-017-0066-x;Paul Benjamin LowryTamara DinevRobert Willison;2017;http://link.springer.com/article/10.1057/s41303-017-0066-x;Article
Wild cards in transport;European Journal of Futures Research;;3;1;10.1007/s40309-015-0066-9;Aharon HauptmanMerja HoppeYoel Raban;2015;http://link.springer.com/article/10.1007/s40309-015-0066-9;Article
Wireless sensor networks: a survey on recent developments and potential synergies;The Journal of Supercomputing;;68;1;10.1007/s11227-013-1021-9;Priyanka RawatKamal Deep SinghHakima ChaouchiJean Marie Bonnin;2014;http://link.springer.com/article/10.1007/s11227-013-1021-9;Article
Women Entrepreneurs and Family Firm Heterogeneity: Evidence from an Emerging Economy;Group Decision and Negotiation;;;;10.1007/s10726-017-9544-8;Dianne H. B. WelshEugene KaciakSilvana TrimiEmerson Wagner Mainardes;2017;http://link.springer.com/article/10.1007/s10726-017-9544-8;Article
e-Business systems integration: a systems perspective;Information Technology and Management;;13;4;10.1007/s10799-012-0119-8;Song WangLing LiKanliang WangJames D. Jones;2012;http://link.springer.com/article/10.1007/s10799-012-0119-8;Article
e-Leadership through strategic alignment: an empirical study of small- and medium-sized enterprises in the digital age;Journal of Information Technology;;31;2;10.1057/jit.2016.10;Weizi LiKecheng LiuMaksim BelitskiAbby GhobadianNicholas O Regan;2016;http://link.springer.com/article/10.1057/jit.2016.10;Article
eHealth in the future of medications management: personalisation, monitoring and adherence;BMC Medicine;;15;1;10.1186/s12916-017-0838-0;Josip CarWoan Shin TanZhilian HuangPeter SlootBryony Dean Franklin;2017;http://link.springer.com/article/10.1186/s12916-017-0838-0;Article
eWALL: An Intelligent Caring Home Environment Offering Personalized Context-Aware Applications Based on Advanced Sensing;Wireless Personal Communications;;87;3;10.1007/s11277-015-2779-2;Sofoklis KyriazakosMihail MihaylovBayu AnggorojatiAlbena MihovskaRazvan CraciunescuOctavian FratuRamjee Prasad;2016;http://link.springer.com/article/10.1007/s11277-015-2779-2;Article
